,약국명,주소,전화번호,토요일영업여부,일요일영업여부,토요일종료시간,일요일종료시간
2962,안국365약국,"서울특별시 종로구 북촌로 2, 1층 (재동)",070-4647-0680,Y,N,2000,None
2963,안국3층약국,"서울특별시 종로구 율곡로 47, 305호 (안국동)",02-735-8242,Y,N,1300,None
2964,안국온누리약국,서울특별시 강북구 한천로 1058 (수유동),02-900-3980,Y,N,2200,None
2965,"안녕,약국","서울특별시 금천구 시흥대로 193, 아람아이씨티타워 110호 (시흥동)",050-71418-2055,Y,N,1500,None
2966,안녕약국,"서울특별시 마포구 월드컵북로54길 25, 상암DMC푸르지오시티, S-City 오피스텔동 111호 (상암동)",02-6398-0094,Y,N,1400,None
2967,안생약국,"서울특별시 마포구 와우산로 22, (상수동)",02-334-3486,Y,N,1400,None
2968,안성약국,"서울특별시 송파구 오금로 414, 명문빌딩 (가락동)",02-401-1319,Y,N,1530,None
2969,안세약국,서울특별시 성북구 동소문로7길 2 (동소문동4가),02-2202-4484,Y,Y,1800,1800
2970,안암약국,"서울특별시 성북구 개운사길 27, 원영스위트 1층 101호 (안암동5가)",02-929-1836,Y,Y,1530,1310
2971,안암지하철약국,"서울특별시 성북구 고려대로 지하89, 안암역 지하1층 103호, 104호 (안암동5가)",02-953-8333,Y,N,1300,None
2972,안일약국,서울특별시 동작구 성대로 76 (상도동),02-823-0583,Y,Y,2200,2200
2973,알파약국,"서울특별시 송파구 올림픽로 289, 잠실시그마타워 지하1층 비101-3호 (신천동)",02-422-2261,Y,N,1600,None
2974,알파약국,"서울특별시 서초구 사임당로 181, 102호 (서초동, 대일빌딩)",02-3473-0506,Y,N,2130,None
2975,알파약국,서울특별시 용산구 보광로 46 (보광동),02-795-6092,Y,N,1600,None
2976,알파약국,서울특별시 서대문구 통일로 448 (홍제동) ,02-3217-6474,Y,N,1600,None
2977,암사제일약국,"서울특별시 강동구 올림픽로98길 15, LS지산빌딩 1층 101,102호 (암사동)",02-3427-5855,Y,Y,2100,2030
2978,암사조은온누리약국,"서울특별시 강동구 고덕로 133, 상가동 511호 (암사동, 강동롯데캐슬퍼스트아파트)",02-426-3666,Y,N,1430,None
2979,암사현대약국,"서울특별시 강동구 올림픽로 777, (암사동)",02-481-1395,Y,N,1900,None
2980,압구정길약국,"서울특별시 강남구 압구정로 130, 종화빌딩 1층 (신사동)",070-8844-1195,Y,N,1500,None
2981,압구정소망약국,"서울특별시 강남구 언주로173길 19, 1층 (신사동)",02-518-7270,Y,N,1400,None
2982,압구정수약국,"서울특별시 강남구 압구정로32길 23, 1층 (신사동)",070-8835-7700,Y,N,1500,None
2983,압구정약국,서울특별시 강남구 선릉로 845  (신사동),02-543-0701,Y,N,1800,None
2984,압구정엘약국,"서울특별시 강남구 압구정로28길 13, 1층 (신사동)",02-512-9900,Y,N,1630,None
2985,압구정예주약국,"서울특별시 강남구 압구정로29길 65, 442빌딩 지하1층 (압구정동)",02-545-3819,Y,Y,2230,2230
2986,압구정온누리약국,"서울특별시 강남구 압구정로 164, 아세아빌딩 105호 (신사동)",02-514-0777,Y,Y,1800,1700
2987,압구정원약국,"서울특별시 강남구 논현로 842, 압구정빌딩 1층 일부호 (신사동)",02-548-6243,Y,N,1730,None
2988,압구정웰약국,"서울특별시 강남구 압구정로28길 49, 유림아트홀 (신사동)",02-514-3011,Y,N,1800,None
2989,압구정제이약국,"서울특별시 강남구 논현로171길 15, 105호 (신사동, 카로시티1)",02-514-7999,Y,N,1830,None
2990,압구정퀸약국,"서울특별시 강남구 논현로 853, 1층 (신사동)",02-3447-1119,Y,Y,1700,2130
2991,압구정프라자약국,서울특별시 강남구 논현로 857 (신사동) 1층,02-542-4411,Y,N,2000,None
2992,압구정프라자온누리약국,"서울특별시 강남구 논현로 857, A857 1층 일부호 (신사동)",02-511-3801,Y,N,2000,None
2993,압구정화이트약국,"서울특별시 강남구 압구정로30길 23, 102호 (신사동)",02-515-8715,Y,Y,1500,1500
2994,애오개약국,"서울특별시 마포구 마포대로 204, 103호 (아현동, 마포에스케이허브)",02-365-0075,Y,Y,1900,1500
2995,애지약국,"서울특별시 영등포구 영등포로80길 15, (신길동)",02-848-0424,Y,N,2000,None
2996,애프터팜 윤약국,"서울특별시 관악구 관악로 174, 102호 (봉천동)",050-71359-2927,Y,Y,2240,1800
2997,애플약국,"서울특별시 광진구 아차산로 506, 은석 1층 일부호 (광장동)",02-446-1357,Y,N,1420,None
2998,애플약국,"서울특별시 강서구 양천로 684, 1층 (염창동)",02-3663-1205,Y,N,1630,None
2999,애플약국,"서울특별시 은평구 진관2로 57-7, B106호 (진관동, 상가)",02-356-1218,Y,Y,1600,1300
3000,애플약국,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 제3에이 12-1호 (잠실동)",02-412-6728,Y,N,1400,None
3001,약국은 허준,"서울특별시 은평구 응암로 168-1, 새로나빌딩 1층 1호 (응암동)",02-302-1550,Y,N,1500,None
3002,약사랑약국,"서울특별시 강남구 테헤란로 339, 1층 (역삼동)",02-2039-9112,Y,Y,2000,2000
3003,약사랑약국,"서울특별시 중구 퇴계로 244, 1층 (충무로5가)",02-2267-0818,Y,N,1500,None
3004,약사랑약국,"서울특별시 서초구 강남대로 221, 양재역환승주차장 3층 303호 (양재동)",02-573-1205,Y,N,1600,None
3005,약사랑옵티마약국,서울특별시 성동구 난계로 35(금호동1가),02-2298-2262,Y,N,1800,None
3006,약산약국,서울특별시 영등포구 도신로54길 1,02-833-8932,Y,Y,2200,2000
3007,약손메디칼약국,"서울특별시 강남구 선릉로 227, 1층 (도곡동)",02-529-3010,Y,Y,1400,1010
3008,약손약국,"서울특별시 은평구 연서로 252, 세종빌딩 1층 (불광동)",02-356-8886,Y,N,1400,None
3009,약손약국,"서울특별시 서대문구 연희로 409, (홍은동)",02-3217-2771,Y,N,1400,None
3010,약손약국,서울특별시 도봉구 도봉로 601 (쌍문동),02-908-0266,Y,N,1530,None
3011,약수소망약국,"서울특별시 중구 동호로 189, 톰캣프라자 1층 (신당동)",02-2236-1050,Y,N,1400,None
3012,약수스타약국,"서울특별시 중구 동호로 171, 1층 (신당동)",02-2256-2278,Y,N,1430,None
3013,약수온누리약국,"서울특별시 중구 다산로 112, 신양빌딩 지하1층 (신당동)",02-2253-7703,Y,N,1400,None
3014,약수태평양약국,서울특별시 동작구 장승배기로 7 (상도동),02-812-7088,Y,Y,2300,2300
3015,약수하나약국,"서울특별시 중구 다산로 111, 한미빌딩 1층 (신당동)",02-2232-0363,Y,N,1500,None
3016,약수호랑이약국,"서울특별시 중구 동호로 179, 1층 (신당동)",02-2256-6790,Y,N,1500,None
3017,양모약국,"서울특별시 영등포구 가마산로61길 14-1, 1층 (신길동)",02-832-3327,Y,Y,2100,2100
3018,양생약국,서울특별시 관악구 남부순환로234길 27 (봉천동),02-872-9954,Y,N,2200,None
3019,양원1번약국,"서울특별시 중랑구 양원역로10길 17, B동 102호 (망우동)",02-2207-0111,Y,N,1700,None
3020,양월약국,"서울특별시 강남구 개포로82길 13-11, 105호 (개포동)",02-2226-5987,Y,Y,2230,2230
3021,양재로하스약국,"서울특별시 서초구 강남대로 48-6, 1층 101호 (양재동)",070-7795-7505,Y,N,1400,None
3022,양재메디칼약국,"서울특별시 서초구 동산로 64, (양재동)",02-577-8275,Y,N,2000,None
3023,양재미소약국,"서울특별시 강남구 강남대로 238, 1층 101호 (도곡동)",070-4101-8242,Y,N,1330,None
3024,양재뿌리약국,"서울특별시 서초구 남부순환로 지하 2585, 25호 (서초동, 양재역)",02-572-4799,Y,Y,1500,1800
3025,양재사랑약국,"서울특별시 서초구 남부순환로 2614, 302호 (양재동, 한솔로이젠트)",02-2135-4010,Y,N,1630,None
3026,양재소망약국,"서울특별시 서초구 언남1길 3, 1층 102호 (양재동)",02-6402-1522,Y,N,1500,None
3027,양재숲약국,"서울특별시 서초구 마방로2길 57, 승진빌딩 1층 102호 (양재동)",050-71344-8976,Y,N,2000,None
3028,양재신세계약국,"서울특별시 서초구 매헌로 34, 한일빌딩 (양재동)",02-575-7277,Y,N,1900,None
3029,양재팜24약국,"서울특별시 서초구 남부순환로350길 36, 1층 (양재동)",02-581-8224,Y,N,1330,None
3030,양재프라자약국,서울특별시 서초구 강남대로 220,02-576-9222,Y,N,1930,None
3031,양지바른약국,"서울특별시 관악구 남부순환로 1646, 프레콘빌딩 1층 (신림동)",02-2088-2933,Y,N,1400,None
3032,양지약국,"서울특별시 관악구 관악로 186, 1층 (봉천동)",02-882-2497,Y,N,1600,None
3033,양지약국,서울특별시 용산구 이촌로 248 11동 103-1호,02-793-8253,Y,N,2000,None
3034,양지약국,"서울특별시 중구 수표로 23, 영락빌딩 1층 101-B호 (저동2가)",02-2266-6968,Y,N,1300,None
3035,양지약국,"서울특별시 중랑구 동일로 865, 1층 (묵동)",02-972-6254,Y,N,1400,None
3036,양천그린약국,"서울특별시 양천구 신월로 338, 101호 (신정동)",02-2642-8283,Y,N,1500,None
3037,양천그린약국,"서울특별시 양천구 신월로 338, 101호 (신정동)",02-2642-8283,Y,N,1500,None
3038,양천뿌리약국,"서울특별시 양천구 지양로 74, 1층 (신월동)",02-2696-4710,Y,N,1530,None
3039,어깨동무약국,"서울특별시 동대문구 무학로 189, 1층 (용두동)",02-927-9125,Y,N,1330,None
3040,어약국,서울특별시 강북구 삼각산로 132 (수유동),02-902-5119,Y,N,1500,None
3041,어울림온누리약국,"서울특별시 성동구 한림말1길 16, 1층 (옥수동)",02-3395-8777,Y,N,1400,None
3042,어울림온누리약국,"서울특별시 성동구 한림말1길 16, 1층 (옥수동)",02-3395-8777,Y,N,1400,None
3043,어울림이층약국,"서울특별시 성동구 독서당로40길 39 2층 (옥수동, 옥수 어울림)",02-2296-9866,Y,N,1430,None
3044,어진온누리약국,"서울특별시 은평구 진관2로 19, 107호 (진관동)",02-389-7239,Y,N,1400,None
3045,엄마손약국,"서울특별시 동대문구 사가정로 148, 141동 108호 (전농동, 전농 SK아파트)",02-3394-7543,Y,N,1600,None
3046,엄마손약국,"서울특별시 성동구 왕십리로 327, 1층 (하왕십리동)",02-6953-2773,Y,Y,2000,2000
3047,엄마손약국,"서울특별시 양천구 지양로 30, (신월동)",02-2695-5875,Y,N,1800,None
3048,엄마손약국,"서울특별시 동작구 동작대로29길 69, 201-A호 (사당동)",02-592-3913,Y,N,1500,None
3049,엄마약국,서울특별시 영등포구 도림로41길 20,02-831-7070,Y,Y,2200,2000
3050,엄마약국,"서울특별시 강북구 도봉로14길 7-8, 1층 (미아동)",02-981-2588,Y,Y,1800,1300
3051,엄마약국,"서울특별시 동대문구 휘경로 15, 4층 402호 (이문동)",02-962-1469,Y,N,1600,None
3052,엄약국,"서울특별시 종로구 종로 227 (종로5가, 엄약국)",02-763-0380,Y,Y,2000,2000
3053,엄약국,"서울특별시 강동구 성내로14길 45, (성내동)",02-483-8979,Y,Y,2200,2200
3054,에메랄드약국,"서울특별시 강남구 도산대로 122, 에메랄드타워 1층 (논현동)",02-3443-0991,Y,Y,2230,2200
3055,에버그린약국,서울특별시 강북구 한천로 1000 (번동),02-999-7101,Y,N,1300,None
3056,에버그린약국,"서울특별시 서대문구 신촌역로 7, 신촌푸르지오시티 103호 (대현동)",02-6052-5071,Y,N,1500,None
3057,에벤에셀약국,"서울특별시 송파구 송파대로 558, 월드타워빌딩 1층 103호 (신천동)",02-416-0216,Y,N,1500,None
3058,에벤에셀온누리약국,"서울특별시 금천구 금하로 720, 203호 (시흥동,에벤에셀프라자)",02-896-6789,Y,N,1500,None
3059,에스메디약국,"서울특별시 강서구 방화동로 92, 에스메디컬 1층 103호 (방화동)",02-2666-9774,Y,Y,1600,1300
3060,에스약국,"서울특별시 서초구 서초대로40길 77, 102호 (서초동)",02-3471-0620,Y,N,1400,None
3061,에스엠피약국,"서울특별시 강남구 광평로19길 15  (일원동, 목련타운아파트)",02-2226-1141,Y,N,1230,None
3062,에스케이약국,"서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 CG121호 (문정동)",02-560-4899,Y,N,1500,None
3063,에스케이행복약국,"서울특별시 동대문구 사가정로 148, 141동 312호 (전농동, 전농 SK아파트)",02-2245-9400,Y,N,1500,None
3064,에이스약국,"서울특별시 강서구 화곡로 197, 1-3호 (화곡동)",02-2608-5294,Y,Y,1800,1800
3065,에이스약국,서울특별시 구로구 디지털로 285  (구로동),02-2109-5208,Y,N,1530,None
3066,에이스약국,"서울특별시 중구 세종대로 136, 1층 (무교동, 파이낸스빌딩)",02-779-7697,Y,N,1800,None
3067,에이스온누리약국,"서울특별시 서초구 방배로 76, 1층 (방배동)",02-525-6623,Y,N,1500,None
3068,에이원약국,"서울특별시 서초구 서초대로77길 17, BLOCK77 1층 102-2호 (서초동)",02-595-5581,Y,N,2130,None
3069,에이원약국,"서울특별시 영등포구 국회대로 559, 에이원타워 당산 지하1층 (당산동4가)",02-2632-2633,Y,Y,1500,1300
3070,에이치약국,"서울특별시 양천구 오목로 300, 206동 110호 (목동, 현대하이페리온2)",02-2640-0977,Y,N,1600,None
3071,에이치약국,"서울특별시 서초구 강남대로 483, 지하1층 (반포동)",02-511-8945,Y,N,1830,None
3072,에이타워약국,"서울특별시 강남구 테헤란로 105, 1층 (역삼동)",02-552-3800,Y,N,1900,None
3073,에이트약국,"서울특별시 서초구 강남대로 423, 한승빌딩 1층 (서초동)",02-534-8828,Y,Y,2100,1900
3074,엔젤약국,"서울특별시 강서구 양천로 476, 금부빌딩 402호 (등촌동)",070-7543-5108,Y,N,1500,None
3075,엔젤팜약국,"서울특별시 강북구 삼양로19길 59, 대선빌딩 1층 (미아동)",02-986-3986,Y,N,1500,None
3076,엔젤팜약국,"서울특별시 도봉구 방학로3길 121, (쌍문동)",02-997-8213,Y,N,1400,None
3077,엔티약국,"서울특별시 서초구 효령로 292, 서울남부터미널 117호 (서초동)",02-6405-5500,Y,Y,2000,2000
3078,엔파트약국,"서울특별시 중랑구 망우로 203, 2층 203,204호 (중화동, 중화동주상복합)",02-435-2794,Y,Y,1700,1300
3079,엘리트약국,"서울특별시 서대문구 신촌로 99, 5층(창천동,엘리트빌딩)",02-392-5505,Y,N,1800,None
3080,엘림약국,"서울특별시 관악구 신림로 324, 1층 (신림동)",02-876-3304,Y,N,2200,None
3081,엘림온누리약국,"서울특별시 관악구 난곡로 316, 1층 (신림동)",02-2212-4805,Y,N,1600,None
3082,엘스3층온누리약국,서울특별시 송파구 올림픽로 119 (잠실동) 잠실파인애플상가,02-419-2480,Y,Y,1600,1300
3083,엘스약국,"서울특별시 송파구 올림픽로 119, 잠실파인애플상가 1층 B14~15호 (잠실동)",02-424-2111,Y,N,1600,None
3084,엘약국,"서울특별시 은평구 통일로 636, 은평 미드스퀘어 1층 109호 (녹번동)",02-6956-2258,Y,Y,1630,0005
3085,엘크루약국,"서울특별시 강동구 올림픽로 660, 1층 112호 (천호동, 천호엘크루주상복합)",02-487-6532,Y,Y,1700,1400
3086,엠플러스약국,"서울특별시 강남구 강남대로 378, 준빌딩 지하1층 (역삼동)",02-558-9799,Y,N,1700,None
3087,여름약국,"서울특별시 금천구 시흥대로 399, 시티렉스 107호 (독산동)",02-809-3361,Y,N,1500,None
3088,여름약국,"서울특별시 동대문구 왕산로 60-1, 1층 102호 (용두동)",02-926-5269,Y,N,1430,None
3089,여의도미소약국,"서울특별시 영등포구 국제금융로6길 30, 백상빌딩 317호 (여의도동)",070-8848-0330,Y,N,1300,None
3090,여의도봄약국,"서울특별시 영등포구 의사당대로 127, 115호 (여의도동, 롯데캐슬엠파이어)",050-71471-0726,Y,N,1630,None
3091,여의도성모약국,서울특별시 영등포구 63로 45,02-784-6000,Y,N,1300,None
3092,여의도수약국,"서울특별시 영등포구 국제금융로 70, 미원빌딩 403호 (여의도동)",02-784-8994,Y,N,1500,None
3093,여의도씨티약국,"서울특별시 영등포구 여의대방로 375, 109호(여의도동,아일렉스타워)",02-784-8285,Y,N,1800,None
3094,여의도온누리약국,"서울특별시 영등포구 여의나루로 60, 여의도우체국 지하1층 137-1호 (여의도동)",02-782-3358,Y,Y,1800,1800
3095,여인선약국,서울특별시 강동구 천호대로170길 28  (성내동),02-488-5191,Y,N,2200,None
3096,역삼다인약국,서울특별시 강남구 논현로 521-3,02-3453-3589,Y,N,1600,None
3097,역삼센터약국,"서울특별시 강남구 테헤란로 231, 센터필드 B1층 WG23호 (역삼동)",02-6985-7252,Y,Y,2100,2100
3098,역삼약국,"서울특별시 강남구 역삼로 128, (역삼동,양원빌딩)",02-555-3877,Y,N,1930,None
3099,역삼오늘약국,"서울특별시 강남구 테헤란로26길 10, 성보빌딩 2층 (역삼동)",02-554-1472,Y,N,1300,None
3100,역삼우주약국,"서울특별시 강남구 언주로85길 32, 역삼역센트럴푸르지오 지하1층 B106호 (역삼동)",02-566-8259,Y,N,1800,None
3101,역삼이화약국,서울특별시 강남구 논현로 340,02-3288-8620,Y,N,1400,None
3102,역삼태평양약국,"서울특별시 강남구 논현로 564, 1층 (역삼동)",02-3453-4954,Y,Y,1330,1300
3103,역삼하나약국,서울특별시 강남구 논현로105길 25 1층,02-569-4111,Y,N,1300,None
3104,역삼하이츠온누리약국,"서울특별시 강남구 테헤란로 151, 역삼하이츠빌딩 지하1층 B1-9호 (역삼동)",02-557-3055,Y,N,1530,None
3105,연남약국,서울특별시 마포구 양화로21길 31  (동교동),02-336-1533,Y,Y,2300,2300
3106,연당약국,"서울특별시 강동구 양재대로 1655, 2층 (명일동)",02-3426-2323,Y,N,1400,None
3107,연도약국,서울특별시 은평구 은평로 144,02-355-1534,Y,N,1700,None
3108,연두약국,"서울특별시 서초구 태봉로 70, 우면프라자Ι 110호 (우면동)",02-576-1097,Y,N,1700,None
3109,연두약국,"서울특별시 구로구 가마산로 232, 지하1층 B110호 (구로동, 스페스큐브)",02-853-5677,Y,N,1300,None
3110,연서메디칼약국,"서울특별시 은평구 연서로 253-9, 1층 (불광동)",02-357-9725,Y,N,1700,None
3111,연성약국,"서울특별시 양천구 중앙로 262, 1층 102호 (신정동)",02-2647-0998,Y,Y,1500,1300
3112,연세드림약국,"서울특별시 중구 을지로 255, 1층 (을지로6가)",02-2261-2251,Y,N,1600,None
3113,연세스타약국,서울특별시 은평구 연서로 183-12 (갈현동),02-389-7255,Y,Y,2200,2200
3114,연세약국,서울특별시 동대문구 전농로16길 11 (전농동),02-2213-1239,Y,Y,1700,1700
3115,연세약국,"서울특별시 마포구 성미산로10길 44, (서교동)",02-324-2148,Y,N,2200,None
3116,연세약국,서울특별시 양천구 화곡로4길 21 (신월동),02-2695-0933,Y,N,1300,None
3117,연세약국,"서울특별시 중랑구 망우로63길 5, 연세약국 (망우동)",02-438-1996,Y,N,1730,None
3118,연세약국,"서울특별시 노원구 노해로 492, 204호 (상계동, 프린스빌딩)",02-933-1898,Y,N,1700,None
3119,연세약국,"서울특별시 강북구 도봉로 345, 1층 (수유동)",02-991-7999,Y,Y,1400,1900
3120,연세열린약국,"서울특별시 강남구 도곡로 255, studie 타워 1층 (역삼동)",02-569-8114,Y,N,1300,None
3121,연세열린약국,서울특별시 구로구 개봉로 23  (개봉동),02-2683-9003,Y,N,1400,None
3122,연세온누리약국,서울특별시 서초구 신반포로 177,02-537-8738,Y,N,1830,None
3123,연세정약국,"서울특별시 성북구 화랑로 201 (장위동, 대영치과)",02-943-0900,Y,N,2100,None
3124,연세참사랑약국,서울특별시 마포구 서강로 110 1층 (신수동),02-3273-7582,Y,N,1400,None
3125,연세참사랑약국,"서울특별시 노원구 동일로 992, 101호 (공릉동)",02-979-0770,Y,N,1430,None
3126,연세파란약국,서울특별시 중랑구 동일로 645(면목동),02-493-8856,Y,N,1400,None
3127,연세팜약국,"서울특별시 강남구 학동로4길 24, 101호 (논현동)",02-518-2338,Y,Y,2200,1400
3128,연세프라자약국,서울특별시 마포구 서강로 97,02-323-2995,Y,N,1700,None
3129,연세현약국,"서울특별시 노원구 한글비석로 436-1, 1층 (상계동)",02-932-5930,Y,Y,2100,2100
3130,연세희망약국,서울특별시 은평구 연서로 175 (갈현동),02-353-3589,Y,N,1300,None
3131,연수약국,"서울특별시 노원구 상계로 65, (상계동)",02-938-0080,Y,N,1600,None
3132,연신내메디칼약국,서울특별시 은평구 연서로 246  (불광동),02-355-6543,Y,N,1700,None
3133,연신내약국,"서울특별시 은평구 연서로 230, 1층 (대조동)",02-389-9288,Y,Y,2100,2030
3134,연신내영재약국,"서울특별시 은평구 연서로 246 (불광동, 타워클리닉)",02-382-8123,Y,N,1630,None
3135,연신우리약국,서울특별시 은평구 통일로 839 (대조동),02-382-6229,Y,N,1700,None
3136,연신종로약국,"서울특별시 은평구 연서로32길 3 (불광동, 남재빌딩)",02-359-4341,Y,Y,2100,2100
3137,연약국,서울특별시 광진구 아차산로 241,02-466-1288,Y,N,1800,None
3138,연약국,"서울특별시 성북구 동소문로 12, 지층 (동소문동2가)",02-3675-5778,Y,N,2000,None
3139,연주약국,"서울특별시 강북구 한천로105길 7, 1층 101호 (번동)",02-989-8315,Y,N,1400,None
3140,연진약국,서울특별시 광진구 아차산로29길 12,02-462-3355,Y,N,2345,None
3141,연합약국,"서울특별시 중구 퇴계로 120, 1층 (남산동1가)",02-778-3465,Y,N,1800,None
3142,연희약국,"서울특별시 서대문구 성산로 317, 1층 (연희동)",02-335-6242,Y,N,1300,None
3143,연희약국,"서울특별시 서대문구 성산로 317, 1층 (연희동)",02-335-6242,Y,N,1300,None
3144,연희온누리약국,"서울특별시 용산구 한강대로 297, 2층 (갈월동)",02-3273-7778,Y,N,1400,None
3145,연희위드팜약국,서울특별시 서대문구 성산로 521 (대신동),02-312-6949,Y,N,1300,None
3146,연희종로약국,"서울특별시 서대문구 연희로 109, (연희동)",02-3141-4040,Y,N,1930,None
3147,열린대학약국,서울특별시 강북구 숭인로 63-1 1층,02-986-1022,Y,N,1500,None
3148,열린약국,"서울특별시 종로구 종로 204, 1,2층 (종로4가)",02-2264-8210,Y,Y,2000,1800
3149,열린약국,"서울특별시 강동구 상암로 104, A동 101호 (천호동)",02-477-5756,Y,N,1400,None
3150,열린약국,"서울특별시 중구 청계천로 400, 지하2층 (황학동, 롯데캐슬베네치아아파트)",02-2256-6990,Y,Y,2050,2050
3151,열린약국,"서울특별시 관악구 양녕로 50, 3층 (봉천동)",02-872-0910,Y,Y,1500,1400
3152,열린약국,"서울특별시 서초구 동작대로 130, (방배동)",02-532-9189,Y,Y,2200,2100
3153,열린약국,"서울특별시 구로구 고척로 142-1, (고척동)",02-2625-6040,Y,Y,1900,1800
3154,열린약국,"서울특별시 성북구 종암로19길 17, 양지빌딩 104호 (종암동)",02-921-5233,Y,N,1400,None
3155,열린약국,"서울특별시 마포구 신촌로 16, 1층 (동교동)",02-3141-4557,Y,N,1530,None
3156,열린약국,"서울특별시 동작구 보라매로5길 23, 지하1층 B117호 (신대방동, 삼성보라매옴니타워)",02-849-8250,Y,N,1300,None
3157,열린약국,"서울특별시 송파구 가락로 166, 1층 (송파동)",02-424-7048,Y,Y,1500,2200
3158,열린약국,"서울특별시 양천구 지양로 73, 1층 (신월동)",02-2690-2110,Y,N,1500,None
3159,열린온누리약국,"서울특별시 서초구 강남대로85길 5, 1층 (반포동)",02-543-0777,Y,N,1500,None
3160,열린온누리약국,"서울특별시 종로구 숭인동길 21  (숭인동, 종로청계힐스테이트)",02-2242-3552,Y,N,2000,None
3161,열린프라자약국,"서울특별시 강동구 천호대로170길 26, (성내동)",02-478-5214,Y,N,1700,None
3162,열린프라자약국,"서울특별시 은평구 통일로 750 (불광동, 경일빌딩)",02-3157-0079,Y,N,1700,None
3163,열방약국,서울특별시 노원구 덕릉로 779 (상계동),029528560,Y,N,1300,None
3164,열방약국,"서울특별시 노원구 동일로 1622, 유성상가 1층 (상계동)",02-933-9843,Y,N,1300,None
3165,영광메디컬약국,"서울특별시 관악구 신림로 158, 1층 1호 (신림동, 영광빌딩)",02-873-4760,Y,N,1700,None
3166,영광약국,서울특별시 금천구 시흥대로141길 65,02-855-8851,Y,Y,2100,2000
3167,영동약국,"서울특별시 강남구 강남대로 526, 1층 (논현동)",02-540-5485,Y,N,1800,None
3168,영동프라자약국,서울특별시 서초구 강남대로 521-4 태영빌딩 1층,02-547-0594,Y,N,2200,None
3169,영등포21세기온누리약국,서울특별시 영등포구 당산로36길 12,02-2636-7588,Y,N,2200,None
3170,영등포길약국,"서울특별시 영등포구 영신로34길 10, 영남빌딩 1층 109호 (영등포동4가)",02-2675-9777,Y,N,1400,None
3171,영등포시장약국,서울특별시 영등포구 영중로 62  (영등포동5가),02-2634-9321,Y,N,1830,None
3172,영등포제일약국,"서울특별시 영등포구 영중로 51-1, 1층 (영등포동6가)",02-2068-7277,Y,N,1600,None
3173,영등포진약국,"서울특별시 영등포구 영중로 63, 1층 (영등포동6가)",02-3141-0683,Y,N,1400,None
3174,영락온누리약국,서울특별시 도봉구 시루봉로 290,02-3493-6350,Y,N,1500,None
3175,영림약국,서울특별시 송파구 올림픽로 203  (잠실동),02-412-0640,Y,N,1900,None
3176,영림약국,"서울특별시 동대문구 망우로21길 16, 1층 (휘경동)",02-2245-9388,Y,N,1400,None
3177,영민약국,서울특별시 성동구 성수일로10길 32,02-466-1377,Y,N,1300,None
3178,영민약국,서울특별시 양천구 목동동로 430 (목동),02-2648-3402,Y,N,1330,None
3179,영보약국,서울특별시 송파구 백제고분로 202 (삼전동),02-414-2411,Y,N,1600,None
3180,영보약국,"서울특별시 강서구 양천로57길 16, (가양동)",02-3664-0552,Y,N,1630,None
3181,영생약국,"서울특별시 성북구 종암로5길 36, 상가동 1호 (종암동)",02-928-5777,Y,N,2100,None
3182,영신당약국,서울특별시 동대문구 약령동길 50 (제기동),02-965-2111,Y,N,1300,None
3183,영신약국,서울특별시 서대문구 거북골로14길 32,02-372-2126,Y,Y,1300,2200
3184,영신약국,서울특별시 노원구 한글비석로24길 57 (상계동),02-936-5316,Y,N,1500,None
3185,영암약국,"서울특별시 관악구 원신2길 34 (신림동, 신림시장)",02-878-0659,Y,N,1600,None
3186,영약국,"서울특별시 송파구 송파대로 345, 1A동 5층 5001호 (가락동, 헬리오시티)",02-400-3506,Y,N,1400,None
3187,영약국,서울특별시 강북구 한천로170길 5 (수유동),02-993-1878,Y,N,1600,None
3188,영약국,서울특별시 은평구 은평로10길 5 (응암동),02-387-7498,Y,N,1800,None
3189,영약국,"서울특별시 서초구 강남대로 415, 대동빌딩 4층 (서초동)",02-533-3321,Y,N,1730,None
3190,영양과건강약국,"서울특별시 강남구 강남대로 532, 202호(논현동, 은훈빌딩)",02-3445-6625,Y,N,1300,None
3191,영원약국,서울특별시 강남구 봉은사로 108 1층,02-3288-9988,Y,N,2030,None
3192,영인약국,"서울특별시 영등포구 도림로 188, 1층 (대림동)",02-844-8818,Y,N,2100,None
3193,영일약국,"서울특별시 강동구 풍성로37길 39-21, 1층 (성내동)",02-473-2872,Y,N,1500,None
3194,영일약국,서울특별시 강서구 양천로 658,02-3661-2954,Y,N,1900,None
3195,영일온누리약국,"서울특별시 중랑구 면목로 457, (상봉동)",02-491-9089,Y,N,2000,None
3196,영임약국,"서울특별시 강동구 구천면로 233, 110호 (천호동)",02-475-1016,Y,Y,2100,1700
3197,영준약국,서울특별시 성북구 오패산로3길 146  (하월곡동),02-912-4813,Y,N,1900,None
3198,영진약국,"서울특별시 마포구 망원로8길 67, 1층 (망원동)",02-323-1114,Y,N,1400,None
3199,영진약국,"서울특별시 강남구 학동로 421, 1층 일부(청담동, 원영빌딩)",02-545-3121,Y,N,2130,None
3200,영창당약국,서울특별시 은평구 통일로 843,02-355-2039,Y,N,2200,None
3201,영천선약국,서울특별시 서대문구 통일로 185-1 (영천동),02-739-5136,Y,Y,1300,1300
